processid,sampleid,recordID,catalognum,fieldnum,institution_storing,collection_code,bin_uri,phylum_taxID,phylum_name,class_taxID,class_name,order_taxID,order_name,family_taxID,family_name,subfamily_taxID,subfamily_name,genus_taxID,genus_name,species_taxID,species_name,subspecies_taxID,subspecies_name,identification_provided_by,identification_method,identification_reference,tax_note,voucher_status,tissue_type,collection_event_id,collectors,collectiondate_start,collectiondate_end,collectiontime,collection_note,site_code,sampling_protocol,lifestage,sex,reproduction,habitat,associated_specimens,associated_taxa,extrainfo,notes,lat,lon,coord_source,coord_accuracy,elev,depth,elev_accuracy,depth_accuracy,country,province_state,region,sector,exactsite,image_ids,image_urls,media_descriptors,captions,copyright_holders,copyright_years,copyright_licenses,copyright_institutions,photographers
PARG623-16,64874,6816086,,PLN33L,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F7_rev_R7_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, liquid sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG632-16,20066,6816095,,PL015L,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F8_rev_R6_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, liquid sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,Region 4,,,,,,,,,
PARG656-16,95177,6816119,,PLN28T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,R_barcodes13_m26_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
SAUR011-20,F1702Sb-07-1,11863750,F1702Sb-07-1,F1702Sb-07-1,"Sher-e-Bangla Agricultural University, Department of Fisheries Biology and Genetics, Aquatic Bioresource Research Lab",,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,,,"Bennett, 1831",,,,,"Kazi Ahsan Habib, Amit Kumer Neogi",,,,,,,,,,Mangrove,,,,,21.89,89.498,,,,,,,Bangladesh,,Southwest,,Sundarbans,,,,,,,,,
TZAIB027-06,HLC-12138,255718,,HLC-12138,Royal Ontario Museum,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,Daniel Yanke,,,,,,,,,,,,,FAO-71,,-6.079,106.837,,,,,,,Indonesia,Jakarta Raya,Jakarta,J.L. Lenteng Agung No.9,,248506,http://www.boldsystems.org/pics/TZAIC/HLC-12138+1200601132.jpg,Lateral,,CBG Photography Group,2010,CreativeCommons - Attribution,Centre for Biodiversity Genomics,CBG Photography Group
TZAIC905-06,HLC-12264,255165,,HLC-12264,Royal Ontario Museum,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,Daniel Yanke,,,,,,,,,,,,,FAO-71,,10.145,106.985,,,,,,,Vietnam,Thanh Pho-Ho Chi Minh,Ho Chi Min City,E51 Nouyen Oanh St.,,104520,http://www.boldsystems.org/pics/TZAIC/HLC-12264+1149899710.jpg,Lateral,Lateral,CBG Photography Group,2010,CreativeCommons - Attribution,Centre for Biodiversity Genomics,CBG Photography Group
UKFBI713-08,KUT 5471,730111,KU 32439,ACB 03-02,"University of Kansas, Biodiversity Research Center",,BOLD:AAB2674,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10738,Pterois antennata,,,Phillip C. Heemstra,,"Bloch, 1787",,,,,"Moots, Kate A; Heemstra, Elaine; Bentley, Andrew C; Heemstra, Phillip C",,,,,,,,,,,,,,,15.245,145.734,,,6,,,,Northern Mariana Islands,Saipan,,,Tanapag Lagoon inside barrier reef,,,,,,,,,
AMSF357-10,I.44777-001,1560918,I.44777-001,,"Australian Museum, Sydney",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Sally E. Reader,,"Linnaeus, 1758",,,,,D. Johnson,,,,,,,,,,,,,,,-29.6833,153.433,,,,,,,Australia,New South Wales,,,Off Clarence River,,,,,,,,,
ANGBF42819-19,MF991316,10141177,,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CFCS093-08,SA8JZ094,850635,MBCSC:Fish:HN SY08409,,"Chinese Academy of Sciences, Marine Biodiversity Collection of South China Sea",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,Junbin Zhang,,"Bennett, 1831",,,,,Junbin Zhang,,,,,,,,,,,,,FAO-61,,,,,,,,,,China,Hainan,,,,,,,,,,,,
CFCS355-08,SA8JZ356,888932,MBCSC:Fish:HN SY08671,,"Chinese Academy of Sciences, Marine Biodiversity Collection of South China Sea",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,Junbin Zhang,,"Bennett, 1831",,,,,Junbin Zhang,,,,,,,,,,,,,FAO-61,,,,,,,,,,China,Hainan,,,,,,,,,,,,
FOAH726-08,BW-A5637,850183,,DGQ0807a,"CSIRO, Australian National Fish Collection",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10738,Pterois antennata,,,Jeff Johnson,,"Bloch, 1787",,,,,D. Gledhill (CSIRO),,,,,,,,,,,,,FAO-71,CSIRO unreg,-24.335,153.028,,,,48.2,,,Australia,Queensland,Great Barrier Reef,,"Northeast of Bundaberg, Southern GBR",,,,,,,,,
FOAH727-08,BW-A5638,850184,,DGQ0807b,"CSIRO, Australian National Fish Collection",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10738,Pterois antennata,,,Jeff Johnson,,"Bloch, 1787",,,,,D. Gledhill (CSIRO),,,,,,,,,,,,,FAO-71,CSIRO unreg,-24.335,153.028,,,,48.2,,,Australia,Queensland,Great Barrier Reef,,"Northeast of Bundaberg, Southern GBR",,,,,,,,,
FOAH728-08,BW-A5639,850185,,DGQ0807c,"CSIRO, Australian National Fish Collection",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10738,Pterois antennata,,,Jeff Johnson,,"Bloch, 1787",,,,,D. Gledhill (CSIRO),,,,,,,,,,,,,FAO-71,CSIRO unreg,-24.335,153.028,,,,48.2,,,Australia,Queensland,Great Barrier Reef,,"Northeast of Bundaberg, Southern GBR",,,,,,,,,
FOAO1208-18,BW-A14427,9392220,CSIRO H 8210-02,GT 10491,"CSIRO, Australian National Fish Collection",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,Mizuki Matsunuma,,"Bennett, 1831",,,,,,,,,,,,,,,,,,,,-19.5152,117.62,,,,,,,Australia,Western Australia,,,NW of Port Hedland (Pilbara Fish Trawl Fisheries C,,,,,,,,,
FTW523-09,ASIZP0800275,1054280,ASIZP0064781:ASIZP0910275,CC0275,"Academia Sinica, Biodiversity Research Center",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,195982,Pterois lunulata,,,,,"Temminck & Schlegel, 1843",,,,,Po-Feng Lee,,,,,,,,,,,,,,,22.47,120.43,,,,,,,Taiwan,Pingtung County,P`ing-tung shih,Tongkang,,,,,,,,,,
GBMIN119425-17,KT358538,8464323,,KT358538,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMIN123657-17,KP267631,8477838,,KP267631,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,195982,Pterois lunulata,,,,,"Temminck & Schlegel, 1843",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMIN94799-17,KT358512,8435180,,KT358512,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMIN94806-17,KT358534,8435187,,KT358534,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB12048-20,MT076825,11566471,EADF_183,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,91605,Pterois russelii,,,,,"Bennett, 1831",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9474-20,MN150196,11563897,,MN150196,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9491-20,MN150213,11563914,,MN150213,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9495-20,MN150217,11563918,,MN150217,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9505-20,MN150227,11563928,,MN150227,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNB9512-20,MN150234,11563935,,MN150234,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE42454-21,OK326928,14274663,PMISK01,,"Mined from GenBank, NCBI",,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE77961-22,MZ317587,16489850,,,"Mined from GenBank, NCBI",,BOLD:AAB5916,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,991710,Pterois paucispinula,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE77971-22,OK076985,16489860,,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNE77973-22,OK076987,16489862,,,"Mined from GenBank, NCBI",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,,,"Linnaeus, 1758",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBMNF47589-22,OL691670,15413466,,OL691670,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47597-22,OL691678,15413474,,OL691678,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47624-22,OL691705,15413501,,OL691705,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47633-22,OL691714,15413510,,OL691714,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47642-22,OL691723,15413519,,OL691723,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47666-22,OL691747,15413543,,OL691747,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47672-22,OL691753,15413549,,OL691753,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47674-22,OL691755,15413551,,OL691755,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47680-22,OL691761,15413557,,OL691761,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
GBMNF47700-22,OL691781,15413577,,OL691781,"Mined from GenBank, NCBI",,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,,,"Bennett, 1828",,,,,,,,,,,,,,,,,,,,,,,,,,,,Turkey,,,,,,,,,,,,,
LIONF011-18,Tur4,8562623,,Tur4,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Fatih Huseyinoglu,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Fatih Huseyinoglu,,,,,,Spearfishing,Adult,,,Marine,,,,,,,,,,,,,Turkey,Antalya,,,Kas,,,,,,,,,
LIONF017-18,Tur10,8562629,,Tur10,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Fatih Huseyinoglu,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Fatih Huseyinoglu,,,,,,Spearfishing,Adult,,,Marine,,,,,,,,,,,,,Turkey,Antalya,,,Kas,,,,,,,,,
LIONF068-18,Cyp52,8562680,,Cyp52,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Carlos Jimenez,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Carlos Jimenez,,,,,,Spearfishing,Adult,,,Marine,,,,,35.117,33.3753,Coordinates from country centroid,,,,,,Cyprus,,North Coast,,Trimithi,,,,,,,,,
LIONF078-18,Z16_IL,8562690,,Z16_IL,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Nir Stern,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Oren Klein,,,,,,Spearfishing,Adult,,,Marine,,,,,,,,,,,,,Israel,Northern,North Coast,,Akhziv Canyon,,,,,,,,,
LIONF091-18,Red_Sea22,8562703,,Red_Sea22,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Renanel Pickholtz,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Fin clip,,Renanel Pickholtz,,,,,,Catch and release,Adult,,,Marine,,,,,31.5135,35.0279,Coordinates from country centroid,,,,,,Israel,,Gulf of Aqaba,,Eilat Marine Reserve,,,,,,,,,
LIONF098-18,Ei15,8562710,,Ei15,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Daniel Golani,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Daniel Golani,,,,,,Spearfishing,Adult,,,Marine,,,,,31.5135,35.0279,Coordinates from country centroid,,,,,,Israel,,Gulf of Aqaba,,Eilat,,,,,,,,,
LIONF100-18,Ei17,8562712,,Ei17,No Voucher Tissue,,BOLD:AAB8146,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,10737,Pterois miles,,,Daniel Golani,Morphological examination,"Bennett, 1828",,DNA/Tissue Vouchered Only,Muscle tissue,,Daniel Golani,,,,,,Spearfishing,Adult,,,Marine,,,,,31.5135,35.0279,Coordinates from country centroid,,,,,,Israel,,Gulf of Aqaba,,Eilat,,,,,,,,,
MXIV168-10,MXIV168,1356245,ECOCH6372,168,"El Colegio de la Frontera Sur, Unidad Chetumal",,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Carolina Quintal Lizama,,"Linnaeus, 1758",,,,,Maria del Carmen Garcia-Rivas,,,,Cozumel,,,A,,S,,,,FAO-31,WGS84,20.84,-86.877,,,,,,,Mexico,Quintana Roo,Benito Juarez,,Near Puerto Morelos,,,,,,,,,
MXIV226-10,MXIV0226,1509224,ECOCH6416,226,"El Colegio de la Frontera Sur, Unidad Chetumal",,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Martha Valdez-Moreno,,"Linnaeus, 1758",,,,,Maria del Carmen Garcia-Rivas,,,,Xcalac-Majahual,,,A,,S,,,,FAO-02,WGS84,18.269,-87.835,,,,,,,Mexico,Quintana Roo,Othon P. Blanco,,Xcalak region,,,,,,,,,
PARG479-16,62772,6815942,,PLN37L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F11_rev_R6_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, liquid sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG513-16,37665,6815976,,PLN02T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F13_rev_R2_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,,,,,,,,,,Puerto Rico,Lajas,La Parguera Natural Reserve,,,,,,,,,,,
PARG531-16,17092,6815994,,PLN23L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F14_rev_R7_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"offshore reef, tissue sample",17.891,-67.008,,,,18,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Shelf Edge,,,,,,,,,,
PARG554-16,891766,6816017,,PL005T,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F2_rev_R6_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, tissue sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,,,,,,,,,,
PARG557-16,213366,6816020,,PL005L,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F2_rev_R7_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, liquid sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,,,,,,,,,,
PARG573-16,100908,6816036,,PL020T,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F4_rev_R1_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, tissue sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,Region 2,,,,,,,,,
PARG592-16,40967,6816055,,PL001T,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F5_rev_R3_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, tissue sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,,,,,,,,,,
PARG602-16,69665,6816065,,UNCLASS,University of Puerto Rico at Mayaguez,,BOLD:AAB2675,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F6_rev_R2_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,,,,,,,,,,Puerto Rico,Lajas,La Parguera Natural Reserve,,,,,,,,,,,
PARG606-16,207819,6816069,,PL001L,University of Puerto Rico at Mayaguez,,,18,Chordata,77,Actinopterygii,258,Scorpaeniformes,1282,Scorpaenidae,47142,Pteroinae,4014,Pterois,47144,Pterois volitans,,,Chelsea A Harms Tuohy,DNA Metabarcoding,"Linnaeus, 1758",,DNA/Tissue Vouchered Only,Lionfish_F6_rev_R4_80,,Chelsea Harms-Tuohy,,,,,,,,,,,,,from lionfish stomach contents,"inshore reef, liquid sample",17.957,-67.073,,,,9,,,Puerto Rico,Lajas,La Parguera Natural Reserve,Pelotas,,,,,,,,,,
